DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
220307099,03/07/2022 12:00:00 AM,03/07/2022 12:00:00 AM,730,3,Southwest,335,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0340 2000 0416 0446 0913 0429,23,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,9TH                          AV,JEFFERSON                    BL,34.0256,-118.3272
221906680,03/08/2022 12:00:00 AM,03/07/2022 12:00:00 AM,1200,19,Mission,1987,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1912 1822,20,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956,,,,8300    MATILIJA                     AV,,34.2226,-118.435
231807313,03/07/2023 12:00:00 AM,03/07/2023 12:00:00 AM,1515,18,Southeast,1837,2,624,BATTERY - SIMPLE ASSAULT,0913 1251 1258 2024 0416,13,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,GRANDEE,104TH                        ST,33.941,-118.2436
230506450,03/07/2023 12:00:00 AM,03/07/2023 12:00:00 AM,1520,5,Harbor,513,2,624,BATTERY - SIMPLE ASSAULT,0416 0913,46,F,H,701,HOSPITAL,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,624,,,,25800    VERMONT                      AV,,33.7896,-118.2933
231906753,03/08/2023 12:00:00 AM,03/07/2023 12:00:00 AM,230,19,Mission,1924,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),385,62,F,H,101,STREET,,,IC,Invest Cont,331,,,,12500    SAN FERNANDO                 RD,,34.2933,-118.4518
230308967,03/07/2023 12:00:00 AM,03/07/2023 12:00:00 AM,1000,3,Southwest,375,1,761,BRANDISH WEAPON,2000 0913 1814 0444 0400 1419,35,M,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,761,998,,1800    LEIGHTON                     AV,,34.0128,-118.3133
231106529,03/07/2023 12:00:00 AM,03/07/2023 12:00:00 AM,1015,11,Northeast,1124,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1303 0329 1307 0913 1803,45,M,H,108,PARKING LOT,,,IC,Invest Cont,740,,,,3100    SAN FERNANDO                 RD,,34.1149,-118.2459
200607577,03/08/2020 12:00:00 AM,03/08/2020 12:00:00 AM,2200,6,Hollywood,656,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 1822 2006,32,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,VINE,SANTA MONICA,34.0908,-118.3266
200908091,04/02/2020 12:00:00 AM,03/08/2020 12:00:00 AM,1710,9,Van Nuys,905,2,354,THEFT OF IDENTITY,930,60,F,W,203,OTHER BUSINESS,,,IC,Invest Cont,354,,,,7200    VAN NUYS                     BL,,34.2048,-118.4531
200607575,03/08/2020 12:00:00 AM,03/08/2020 12:00:00 AM,1,6,Hollywood,668,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0913 0416 0334,39,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,230,,,,5500    VIRGINIA                     AV,,34.0918,-118.3092
201006978,03/08/2020 12:00:00 AM,03/08/2020 12:00:00 AM,530,10,West Valley,1033,2,624,BATTERY - SIMPLE ASSAULT,0416 0913 1810 1501,46,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,624,,,,18500    CALVERT                      ST,,34.1819,-118.536
201107235,03/12/2020 12:00:00 AM,03/08/2020 12:00:00 AM,1300,11,Northeast,1171,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,41,M,W,101,STREET,,,IC,Invest Cont,740,,,,4000    EFFIE                        ST,,34.0942,-118.2793
201410248,04/30/2020 12:00:00 AM,03/08/2020 12:00:00 AM,509,14,Pacific,1407,1,480,BIKE - STOLEN,344,35,M,H,120,STORAGE SHED,,,IC,Invest Cont,480,,,,3600    DUNN                         DR,,34.0273,-118.4029
210206657,03/08/2021 12:00:00 AM,03/08/2021 12:00:00 AM,1145,2,Rampart,211,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0906 1309 1822 0432 0443 0919 1300 1310,29,M,H,101,STREET,511,VERBAL THREAT,IC,Invest Cont,930,,,,ROSEWOOD,VERMONT,34.079,-118.2917
211306955,03/08/2021 12:00:00 AM,03/08/2021 12:00:00 AM,625,13,Newton,1317,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),344,51,M,H,108,PARKING LOT,,,IC,Invest Cont,420,,,,1200    NAOMI                        AV,,34.0275,-118.2449
210307175,03/08/2021 12:00:00 AM,03/08/2021 12:00:00 AM,1050,3,Southwest,363,2,624,BATTERY - SIMPLE ASSAULT,1822 0416 0446 1202 1309,74,M,B,719,MEDICAL/DENTAL OFFICES,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,3700 W  MARTIN LUTHER KING JR        BL,,34.0124,-118.3377
221006625,03/11/2022 12:00:00 AM,03/08/2022 12:00:00 AM,1500,10,West Valley,1033,1,310,BURGLARY,1822 0344 1202 1606,68,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,19100    FRIAR                        ST,,34.1857,-118.5491
221207766,03/09/2022 12:00:00 AM,03/08/2022 12:00:00 AM,1500,12,77th Street,1252,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 1822,28,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,S  8TH                          AV,W  70TH                         ST,33.9764,-118.3265
220307192,03/08/2022 12:00:00 AM,03/08/2022 12:00:00 AM,1400,3,Southwest,359,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0216 0305 1251 0344,21,M,A,252,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",,,AO,Adult Other,440,,,,3500 S  FIGUEROA                     ST,,34.0201,-118.2812
220806733,03/08/2022 12:00:00 AM,03/08/2022 12:00:00 AM,2200,8,West LA,871,2,624,BATTERY - SIMPLE ASSAULT,1202 0447 2004 1218 0400,67,M,W,117,BEACH,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,15100    PACIFIC COAST                HY,,34.0314,-118.5254
220107880,03/08/2022 12:00:00 AM,03/08/2022 12:00:00 AM,30,1,Central,182,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0408 0400 0419 2000 1813 1814 0913,21,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,1000 S  FLOWER                       ST,,34.0444,-118.2628
221112316,08/03/2022 12:00:00 AM,03/08/2022 12:00:00 AM,625,11,Northeast,1134,2,354,THEFT OF IDENTITY,0100 0344 1822 1501,30,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2800 W  AVENUE 33,,34.1134,-118.2382
230807527,03/09/2023 12:00:00 AM,03/08/2023 12:00:00 AM,1720,8,West LA,855,1,210,ROBBERY,0334 1251 0432,21,M,O,101,STREET,102,HAND GUN,IC,Invest Cont,210,910,,,1600    WESTWOOD                     BL,,34.0528,-118.4396
231706778,03/08/2023 12:00:00 AM,03/08/2023 12:00:00 AM,1310,17,Devonshire,1791,1,310,BURGLARY,1202 0321,64,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,20800    BRYANT                       ST,,34.227,-118.5864
231106582,03/08/2023 12:00:00 AM,03/08/2023 12:00:00 AM,2100,11,Northeast,1162,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 0329 0913 2000 1814,30,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745,,,,1100 N  COMMONWEALTH                 AV,,34.0909,-118.2855
230807004,03/08/2023 12:00:00 AM,03/08/2023 12:00:00 AM,1515,8,West LA,853,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 2004 0416,17,F,H,102,SIDEWALK,312,PIPE/METAL PIPE,IC,Invest Cont,230,,,,SANTA MONICA,PURDUE,34.0458,-118.4507
230506475,03/08/2023 12:00:00 AM,03/08/2023 12:00:00 AM,1330,5,Harbor,524,1,761,BRANDISH WEAPON,0334 1822 0421,26,M,B,109,PARK/PLAYGROUND,106,UNKNOWN FIREARM,IC,Invest Cont,761,,,,1000 W  C                            ST,,33.7721,-118.2736
231006575,03/08/2023 12:00:00 AM,03/08/2023 12:00:00 AM,145,10,West Valley,1027,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,58,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740,,,,17400    VANOWEN                      ST,,34.1975,-118.5099
230506479,03/08/2023 12:00:00 AM,03/08/2023 12:00:00 AM,1510,5,Harbor,514,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1309 0416 0919 0605 1310 0429 2047,29,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,1000 W  PACIFIC COAST                HY,,33.7906,-118.275
231406751,03/08/2023 12:00:00 AM,03/08/2023 12:00:00 AM,1910,14,Pacific,1444,2,624,BATTERY - SIMPLE ASSAULT,400,42,M,B,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,4300    LINCOLN                      BL,,33.9846,-118.4428
230207229,03/08/2023 12:00:00 AM,03/08/2023 12:00:00 AM,1945,2,Rampart,275,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 2004 0334,3,M,H,102,SIDEWALK,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,AA,Adult Arrest,230,,,,OLYMPIC,BURLINGTON,34.0502,-118.2765
201107084,03/09/2020 12:00:00 AM,03/09/2020 12:00:00 AM,445,11,Northeast,1135,1,330,BURGLARY FROM VEHICLE,1307 0344 1402,25,M,H,101,STREET,,,IC,Invest Cont,330,998,,,3300    CARLYLE                      ST,,34.1095,-118.2338
201408406,03/17/2020 12:00:00 AM,03/09/2020 12:00:00 AM,2200,14,Pacific,1444,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1606 0344 1300,21,F,W,707,GARAGE/CARPORT,,,IC,Invest Cont,420,,,,13600    MARINA POINTE                DR,,33.9857,-118.4435
201507394,03/09/2020 12:00:00 AM,03/09/2020 12:00:00 AM,2220,15,N Hollywood,1502,1,210,ROBBERY,2000 0400 0416 1814 0913,28,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,7600    BLUEBELL                     AV,,34.2086,-118.4112
200308220,03/09/2020 12:00:00 AM,03/09/2020 12:00:00 AM,100,3,Southwest,363,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0448 0408 1821 1241 1243,34,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,4100    PALMYRA                      RD,,34.0149,-118.3436
201507474,03/11/2020 12:00:00 AM,03/09/2020 12:00:00 AM,1200,15,N Hollywood,1549,1,440,THEFT PLAIN - PETTY ($950 & UNDER),394,34,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,5500    ELMER                        AV,,34.17,-118.3763
201307835,03/09/2020 12:00:00 AM,03/09/2020 12:00:00 AM,1400,13,Newton,1385,2,624,BATTERY - SIMPLE ASSAULT,1822 0446 0330 0605 0416,31,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,5800    TOWNE                        AV,,33.9877,-118.2675
200108773,03/09/2020 12:00:00 AM,03/09/2020 12:00:00 AM,125,1,Central,111,1,761,BRANDISH WEAPON,2004 0334 0421 0329 1822,23,M,H,301,GAS STATION,207,OTHER KNIFE,IC,Invest Cont,761,,,,900 N  ALAMEDA                      ST,,34.0615,-118.2412
201707187,03/09/2020 12:00:00 AM,03/09/2020 12:00:00 AM,100,17,Devonshire,1727,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1606 0344 0352,31,F,J,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,420,,,,19100    TULSA                        ST,,34.268,-118.5495
210706578,03/11/2021 12:00:00 AM,03/09/2021 12:00:00 AM,1800,7,Wilshire,734,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 1606 0344,40,F,H,108,PARKING LOT,,,IC,Invest Cont,420,,,,300 S  BURNSIDE                     AV,,34.0704,-118.3552
210706541,03/10/2021 12:00:00 AM,03/09/2021 12:00:00 AM,2100,7,Wilshire,773,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822,56,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745,,,,1900    CARMONA                      AV,,34.0412,-118.3609
211108148,04/30/2021 12:00:00 AM,03/09/2021 12:00:00 AM,100,11,Northeast,1115,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0321 0344,29,F,W,108,PARKING LOT,,,IC,Invest Cont,420,,,,2300    MERTON                       AV,,34.1381,-118.2166
210307292,03/09/2021 12:00:00 AM,03/09/2021 12:00:00 AM,1800,3,Southwest,338,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0360 0417 0429 0444 0561 0913 1202 1242 1309,73,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,3000    WALTON                       AV,,34.0267,-118.2948
212110633,06/26/2021 12:00:00 AM,03/09/2021 12:00:00 AM,2200,21,Topanga,2137,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 0356 1814 0906,33,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,20700    COVELLO                      ST,,34.2074,-118.5852
210107174,03/09/2021 12:00:00 AM,03/09/2021 12:00:00 AM,140,1,Central,185,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1813 2000 0429 0444 0416 0913 1218 2004,26,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,9TH,HILL,34.043,-118.2571
211506659,03/10/2021 12:00:00 AM,03/09/2021 12:00:00 AM,1930,15,N Hollywood,1553,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344,27,M,W,101,STREET,,,IC,Invest Cont,331,,,,11500    HORTENSE                     ST,,34.1549,-118.3855
210608275,04/12/2021 12:00:00 AM,03/09/2021 12:00:00 AM,645,6,Hollywood,627,2,354,THEFT OF IDENTITY,1202 1822,72,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2600    HOLLYRIDGE                   DR,,34.1139,-118.3192
211408043,03/09/2021 12:00:00 AM,03/09/2021 12:00:00 AM,1500,14,Pacific,1414,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,35,M,O,504,OTHER RESIDENCE,,,IC,Invest Cont,440,,,,700    BROOKS                       AV,,33.9968,-118.4663
211106477,03/15/2021 12:00:00 AM,03/09/2021 12:00:00 AM,1230,11,Northeast,1101,1,330,BURGLARY FROM VEHICLE,344,31,M,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,4700    CRYSTAL SPRINGS              DR,,34.1213,-118.274
210706624,03/09/2021 12:00:00 AM,03/09/2021 12:00:00 AM,1605,7,Wilshire,721,2,624,BATTERY - SIMPLE ASSAULT,0416 0446 1318 1822,22,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,SAN VICENTE,BEVERLY,34.0766,-118.3795
221006656,03/12/2022 12:00:00 AM,03/09/2022 12:00:00 AM,1725,10,West Valley,1049,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 0344 1300,24,M,K,101,STREET,,,IC,Invest Cont,420,,,,16800    BURBANK                      BL,,34.1721,-118.4994
221407483,03/09/2022 12:00:00 AM,03/09/2022 12:00:00 AM,1155,14,Pacific,1455,2,354,THEFT OF IDENTITY,1501,48,F,W,750,CYBERSPACE,,,IC,Invest Cont,354,,,,12400    GREENE                       AV,,33.9918,-118.4219
220906575,03/10/2022 12:00:00 AM,03/09/2022 12:00:00 AM,2104,9,Van Nuys,971,2,888,TRESPASSING,1501,26,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888,,,,4800    NOBLE                        AV,,34.1576,-118.4618
220107973,03/09/2022 12:00:00 AM,03/09/2022 12:00:00 AM,1145,1,Central,162,2,354,THEFT OF IDENTITY,928,30,M,H,602,BANK,,,IC,Invest Cont,354,,,,800 S  HILL                         ST,,34.0462,-118.2585
222106906,03/16/2022 12:00:00 AM,03/09/2022 12:00:00 AM,2120,21,Topanga,2139,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0444,48,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,20100    RUNNYMEDE                    ST,,34.2059,-118.571
231307531,03/10/2023 12:00:00 AM,03/09/2023 12:00:00 AM,1618,13,Newton,1333,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0325 1309,23,M,H,405,CLOTHING STORE,,,AO,Adult Other,341,,,,3200 S  CENTRAL                      AV,,34.0174,-118.2621
230812746,08/01/2023 12:00:00 AM,03/09/2023 12:00:00 AM,2200,8,West LA,849,1,310,BURGLARY,1607 0397 0344 1822,46,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,1000 S  BEDFORD                      ST,,34.0594,-118.3804
231506885,03/09/2023 12:00:00 AM,03/09/2023 12:00:00 AM,1950,15,N Hollywood,1539,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0312 0319,29,M,H,103,ALLEY,102,HAND GUN,IC,Invest Cont,230,,,,5600    STROHM                       AV,,34.1721,-118.3594
231706841,03/09/2023 12:00:00 AM,03/09/2023 12:00:00 AM,1700,17,Devonshire,1737,1,210,ROBBERY,1300 0344 1202 1309 1822 0386 1606,79,F,A,108,PARKING LOT,307,VEHICLE,IC,Invest Cont,210,,,,11100    BALBOA                       BL,,34.2721,-118.5022
231006624,03/09/2023 12:00:00 AM,03/09/2023 12:00:00 AM,1432,10,West Valley,1091,2,888,TRESPASSING,1822,32,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888,,,,4300    VANALDEN                     AV,,34.1432,-118.5567
232113355,08/26/2023 12:00:00 AM,03/09/2023 12:00:00 AM,1200,21,Topanga,2141,2,354,THEFT OF IDENTITY,0929 1822,32,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,24000    WELBY                        WY,,34.1929,-118.6485
231307515,03/10/2023 12:00:00 AM,03/09/2023 12:00:00 AM,1500,13,Newton,1347,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0701,67,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,664,,,1500 E  MARTIN LUTHER KING JR        BL,,34.0113,-118.2493
231807433,03/09/2023 12:00:00 AM,03/09/2023 12:00:00 AM,1510,18,Southeast,1834,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 0329 0913 0361 0603,53,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,800 E  108TH                        ST,,33.9383,-118.2609
230207404,03/10/2023 12:00:00 AM,03/09/2023 12:00:00 AM,1940,2,Rampart,269,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0385 0344,30,F,H,108,PARKING LOT,,,IC,Invest Cont,331,,,,700 S  BIXEL                        ST,,34.0509,-118.2642
201308323,03/18/2020 12:00:00 AM,03/10/2020 12:00:00 AM,1600,13,Newton,1394,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1221 0352,69,M,H,221,PUBLIC STORAGE,,,IC,Invest Cont,341,,,,6700 S  SAN PEDRO                    ST,,33.9786,-118.2717
200607649,03/10/2020 12:00:00 AM,03/10/2020 12:00:00 AM,350,6,Hollywood,657,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 1822,20,M,H,103,ALLEY,307,VEHICLE,IC,Invest Cont,230,,,,1000 N  WESTERN                      AV,,34.0888,-118.3124
200907196,03/10/2020 12:00:00 AM,03/10/2020 12:00:00 AM,1330,9,Van Nuys,966,2,624,BATTERY - SIMPLE ASSAULT,416,13,M,H,720,JUNIOR HIGH SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,5000    SUNNYSLOPE                   AV,,34.1613,-118.4268
202007294,03/10/2020 12:00:00 AM,03/10/2020 12:00:00 AM,45,20,Olympic,2034,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0447 0420 1821 1241,49,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,626,,,,700 S  ARDMORE                      AV,,34.0597,-118.302
230604935,01/13/2023 12:00:00 AM,03/10/2020 12:00:00 AM,1600,6,Hollywood,656,2,354,THEFT OF IDENTITY,1822,49,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,6100    ROMAINE                      ST,,34.0889,-118.3244
201907456,03/10/2020 12:00:00 AM,03/10/2020 12:00:00 AM,1600,19,Mission,1916,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0444 2000 2034 0913,46,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,13900    SAYRE                        ST,,34.3055,-118.439
211114735,10/29/2021 12:00:00 AM,03/10/2020 12:00:00 AM,1000,11,Northeast,1141,2,354,THEFT OF IDENTITY,0100 1822 0929 0930,56,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1700 N  MARIPOSA                     AV,,34.1018,-118.2995
201607243,03/18/2020 12:00:00 AM,03/10/2020 12:00:00 AM,200,16,Foothill,1623,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1309 0329,61,M,H,103,ALLEY,,,IC,Invest Cont,740,,,,VAN NUYS                     BL,LEHIGH                       ST,34.2697,-118.4172
211208430,03/11/2021 12:00:00 AM,03/10/2021 12:00:00 AM,2200,12,77th Street,1283,1,330,BURGLARY FROM VEHICLE,0344 1609 1822,31,M,H,101,STREET,,,IC,Invest Cont,330,,,,S  HALLDALE                     AV,W  99TH                         ST,33.9459,-118.3025
211408175,03/10/2021 12:00:00 AM,03/10/2021 12:00:00 AM,1230,14,Pacific,1494,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,40,F,H,212,TRANSPORTATION FACILITY (AIRPORT),,,IC,Invest Cont,341,,,,5700 W  IMPERIAL                     HY,,33.9315,-118.3833
210108172,03/30/2021 12:00:00 AM,03/10/2021 12:00:00 AM,2200,1,Central,119,2,624,BATTERY - SIMPLE ASSAULT,0910 0416 1822,29,M,H,900,MTA - RED LINE - UNION STATION,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
212006365,03/10/2021 12:00:00 AM,03/10/2021 12:00:00 AM,310,20,Olympic,2024,1,480,BIKE - STOLEN,1822 2032 0344 1218 0910,27,M,W,922,MTA - PURPLE LINE - WILSHIRE/WESTERN,,,IC,Invest Cont,480,,,,3700    WILSHIRE                     BL,,34.0636,-118.3047
210406509,03/10/2021 12:00:00 AM,03/10/2021 12:00:00 AM,1050,4,Hollenbeck,477,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2004 0443,31,M,H,103,ALLEY,511,VERBAL THREAT,AA,Adult Arrest,930,,,,700 S  SOTO                         ST,,34.035,-118.2153
210107249,03/10/2021 12:00:00 AM,03/10/2021 12:00:00 AM,550,1,Central,124,2,624,BATTERY - SIMPLE ASSAULT,1420 1822 0448,53,F,W,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,100 W  1ST                          ST,,34.0522,-118.2434
211605957,03/10/2021 12:00:00 AM,03/10/2021 12:00:00 AM,500,16,Foothill,1617,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416 0429 0419 0913,23,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,10500    SHERMAN GROVE                AV,,34.2597,-118.3201
210406517,03/10/2021 12:00:00 AM,03/10/2021 12:00:00 AM,2030,4,Hollenbeck,439,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,59,F,H,122,"VEHICLE, PASSENGER/TRUCK",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,745,,,,2300    WARWICK                      AV,,34.072,-118.1662
210506828,03/12/2021 12:00:00 AM,03/10/2021 12:00:00 AM,1500,5,Harbor,587,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0603 0361 0421 1202,66,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,IC,Invest Cont,930,,,,600 W  40TH                         ST,,33.7079,-118.2886
221208000,03/13/2022 12:00:00 AM,03/10/2022 12:00:00 AM,1900,12,77th Street,1269,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0421 2000 1814 1259,15,F,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,930,,,,8100    TOWNE                        AV,,33.9656,-118.2673
221506881,03/10/2022 12:00:00 AM,03/10/2022 12:00:00 AM,1645,15,N Hollywood,1532,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,31,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,WHITSETT                     AV,OXNARD                       ST,34.1794,-118.4053
